   0.00000	   3.14159	   0.00000	   0.00000	   0.00000	   1.57080	   1.57080	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00001	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000
   0.00806	   3.14000	  -0.09205	  -0.00916	   0.03823	   1.57080	   1.57080	  -0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000
   0.01613	   3.13840	  -0.18410	  -0.01832	   0.07646	   1.57080	   1.57080	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000
   0.02419	   3.13680	  -0.27616	  -0.02748	   0.11469	   1.57080	   1.57080	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000
   0.03226	   3.13521	  -0.36821	  -0.03664	   0.15291	   1.57080	   1.57080	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000
   0.04005	   3.13367	  -0.38069	  -0.03580	   0.15838	   1.57080	   1.57080	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000
   0.04812	   3.13207	  -0.38093	  -0.03333	   0.15882	   1.57080	   1.57080	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	  -0.00000	   0.00000	   0.00000
   0.05618	   3.13047	  -0.38118	  -0.03086	   0.15926	   1.57080	   1.57080	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000
   0.06425	   3.12888	  -0.38142	  -0.02839	   0.15970	   1.57080	   1.57080	  -0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000
   0.07204	   3.12734	  -0.38101	  -0.02585	   0.16103	   1.57080	   1.57080	  -0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000	   0.00001	   0.00000	   0.00000	   0.00000	   0.00000	   0.00000
