   0.00000	   0.00000	   0.11319	   0.03210	   0.00000	  -0.00240	   0.00000
   0.04000	   0.00000	   0.11839	   0.03168	   0.00000	   0.01784	   0.00000
   0.08000	   0.00000	   0.12476	   0.03088	   0.00000	  -0.00126	   0.00000
   0.12000	   0.00000	   0.12780	   0.03877	   0.00000	  -0.06566	   0.00000
   0.16000	   0.00000	   0.13073	   0.04764	   0.00000	  -0.12094	   0.00000
   0.20000	   0.00000	   0.13831	   0.05145	   0.00000	  -0.16773	   0.00000
   0.24000	   0.00000	   0.14424	   0.06198	   0.00000	  -0.21715	   0.00000
   0.28000	   0.00000	   0.15329	   0.07534	   0.00000	  -0.26916	   0.00000
   0.32000	   0.00000	   0.17032	   0.08372	   0.00000	  -0.31500	   0.00000
   0.36000	   0.00000	   0.19091	   0.09252	   0.00000	  -0.35492	   0.00000
   0.40000	   0.00000	   0.21595	   0.09997	   0.00000	  -0.38570	   0.00000
   0.44000	   0.00000	   0.24535	   0.10708	   0.00000	  -0.41221	   0.00000
   0.48000	   0.00000	   0.27769	   0.11758	   0.00000	  -0.44131	   0.00000
   0.52000	   0.00000	   0.31067	   0.13207	   0.00000	  -0.47402	   0.00000
   0.56000	   0.00000	   0.34770	   0.14381	   0.00000	  -0.49413	   0.00000
   0.60000	   0.00000	   0.38887	   0.15380	   0.00000	  -0.50643	   0.00000
   0.64000	   0.00000	   0.43460	   0.16477	   0.00000	  -0.51765	   0.00000
   0.68000	   0.00000	   0.48984	   0.16417	   0.00000	  -0.52626	   0.00000
   0.72000	   0.00000	   0.54722	   0.16018	   0.00000	  -0.53266	   0.00000
   0.76000	   0.00000	   0.60465	   0.16480	   0.00000	  -0.54955	   0.00000
   0.80000	   0.00000	   0.66410	   0.16661	   0.00000	  -0.56594	   0.00000
   0.84000	   0.00000	   0.72137	   0.16368	   0.00000	  -0.57106	   0.00000
   0.88000	   0.00000	   0.77225	   0.16696	   0.00000	  -0.57556	   0.00000
   0.92000	   0.00000	   0.82098	   0.17334	   0.00000	  -0.58455	   0.00000
   0.96000	   0.00000	   0.86577	   0.18454	   0.00000	  -0.60250	   0.00000
   1.00000	   0.00000	   0.90541	   0.19694	   0.00000	  -0.61199	   0.00000
