0.104026	-4.66855 -3.11847 0.100387 -0.221235 1.6207 3.63297	-0.00375748 0.331059 -0.252187 -0.119075 0 0	-0.89147 -1.8024 0.629757 0.419649 -0.825715 0.101505	-5.52719 -61.7594 -7.15509 -4.21516 -0.445318 -1.72953	0.0677929 0.909127 0.234045 -0.41573 -2.03706 -1.80631	6.72193 11.2981 -2.27461	
0.112041	-4.66849 -3.11556 0.0983372 -0.222061 1.62072 3.63299	-0.00208282 0.387037 -0.255779 -0.10213 0 0	-0.433974 0.438391 -0.0153599 -0.0236177 -0.825681 0.072504	0.480536 10.5712 1.34332 0.764749 0.0716162 -0.713233	0.0677395 0.909056 0.23562 -0.415676 -2.037 -1.80628	5.43928 10.2193 -2.03186	
0.120035	-4.66849 -3.1123 0.0962753 -0.222913 1.62074 3.63297	-0.00144386 0.442312 -0.255869 -0.108361 0 0	-0.908068 -1.05236 -0.830178 -0.764741 -0.840144 0.0870047	-0.24825 -3.59149 -0.628549 -1.01 -0.0900221 -0.890413	0.0677414 0.908929 0.2375 -0.415552 -2.03665 -1.80659	4.69906 9.59292 -2.29559	
0.128098	-4.66854 -3.10877 0.0941792 -0.223835 1.62073 3.63303	-0.00109863 0.471675 -0.264075 -0.0968323 0 0	-0.791535 1.35522 0.0110025 -2.0122 -0.942129 0.0580025	-2.12334 -21.4017 2.4613 -4.05905 -0.42903 -1.27028	0.0677919 0.908763 0.239606 -0.415554 -2.0361 -1.80706	4.24953 9.92557 -1.48943	
0.136229	-4.6686 -3.10515 0.0920334 -0.224554 1.62069 3.63299	-0.000958443 0.464248 -0.282803 -0.11119 0 0	-0.924065 -0.961672 0.441647 0.569891 -0.912895 0.116006	-2.89028 -31.8837 -4.46604 -1.75747 -0.174344 -1.38656	0.0678558 0.908566 0.241783 -0.415442 -2.03537 -1.80783	5.46026 10.8576 -2.45442	
0.144096	-4.66868 -3.10149 0.0897932 -0.225452 1.62069 3.63301	-0.0100346 0.43854 -0.297274 -0.10539 0 0	-0.892228 0.0481892 -1.22172 -0.0350256 -0.956756 0.0870047	5.96982 66.5765 5.65882 5.1687 0.550747 0.00752068	0.0679388 0.908383 0.24394 -0.415421 -2.03484 -1.80835	6.27241 11.1543 -1.86404	
0.152144	-4.66873 -3.09782 0.0875521 -0.226147 1.6207 3.63297	-0.0121689 0.440586 -0.306388 -0.11234 0 0	-0.942928 0.44215 2.0298 -0.637774 -1.04437 0.0870047	-11.0066 -119.566 -8.96942 -10.0853 -1.08185 -2.80978	0.0679884 0.908178 0.246117 -0.415254 -2.03412 -1.80906	6.68897 10.8396 -2.71515	
0.160119	-4.66875 -3.09408 0.0852394 -0.226986 1.6207 3.63298	-0.00837231 0.473848 -0.304049 -0.0862379 0 0	-1.0913 -0.865363 -0.662976 -1.44853 -0.854744 0.116006	-2.35017 -28.8709 -1.84833 -3.75689 -0.338323 -1.26148	0.068017 0.907978 0.248321 -0.415151 -2.03351 -1.80961	5.20253 9.88061 -1.65126	
0.168095	-4.66874 -3.0901 0.0827951 -0.227549 1.62079 3.63302	-0.00300312 0.518679 -0.307053 -0.0795755 0 0	-1.15169 0.53051 0.816546 0.658848 -0.78173 0.0290012	-0.716754 -12.7927 -1.33307 -0.319309 -0.0867691 -0.932296	0.0680075 0.90773 0.25069 -0.414851 -2.03248 -1.81041	4.34543 8.97556 -1.76215	
0.176039	-4.66875 -3.08589 0.0802546 -0.228136 1.62072 3.63299	-0.00182724 0.553283 -0.31292 -0.0601845 0 0	-1.06412 -0.510248 0.22963 0.731237 -0.854599 0.116006	-0.253262 -5.46514 -2.0486 0.445352 0.07129 -0.922121	0.0680342 0.907451 0.25323 -0.414648 -2.0314 -1.81147	3.77004 8.87068 -0.893061	
0.184123	-4.66881 -3.08145 0.07757 -0.228543 1.62074 3.63298	-0.00143147 0.561682 -0.330331 -0.0376778 0 0	-1.27004 -1.242 -0.716991 0.362535 -0.825372 0.0870047	2.32951 19.6829 -0.0562124 2.06528 0.226789 -0.497255	0.0680981 0.907127 0.25591 -0.414349 -2.03005 -1.81272	4.51026 8.94859 -1.32161	
0.19207	-4.66887 -3.07707 0.0747662 -0.228771 1.62072 3.63301	-0.00557327 0.544578 -0.353021 -0.020133 0 0	-1.45241 1.23908 0.938926 0.320148 -0.898379 0.072504	-0.3902 -11.5807 -0.0409536 -0.675822 -0.0787153 -1.01683	0.0681667 0.906804 0.258505 -0.414125 -2.02867 -1.81399	5.56215 9.53897 -1.8041	
0.200094	-4.66891 -3.07278 0.0717707 -0.228903 1.6207 3.63296	-0.00798893 0.532357 -0.374279 -0.0140686 0 0	-1.50648 0.65745 -1.29408 0.204102 -0.956865 0.116006	11.267 115.979 12.5732 9.09845 0.999124 0.79608	0.0682106 0.906507 0.260929 -0.413845 -2.02752 -1.81511	5.92777 9.34717 -2.25063	
0.208044	-4.66889 -3.0685 0.068655 -0.228939 1.62069 3.63298	-0.00536823 0.533533 -0.389977 -0.00980282 0 0	-1.06218 -1.25274 -0.174782 0.225135 -0.854855 0.072504	-1.7223 -21.5285 -4.116 -1.26559 -0.140999 -1.15447	0.0682116 0.906216 0.263305 -0.413587 -2.02635 -1.81613	5.25048 9.35017 -1.88202	
0.216071	-4.66889 -3.06413 0.0655031 -0.228963 1.62075 3.63303	-0.0034256 0.549294 -0.395615 -0.00615978 0 0	-1.3272 0.0712996 -0.877097 -0.0400724 -0.986257 0.0870047	6.44421 65.9117 7.33882 5.01517 0.536495 0.0142517	0.0682173 0.905903 0.265738 -0.413275 -2.02509 -1.81715	4.49527 8.66989 -1.98391	
0.224037	-4.66887 -3.05963 0.0624113 -0.228939 1.6208 3.63301	-0.00198078 0.570183 -0.391243 -0.00349903 0 0	-1.35862 0.670874 0.884102 -0.028326 -0.986282 0.072504	-3.64769 -44.7222 -4.16823 -3.53323 -0.379509 -1.61149	0.0682049 0.905549 0.268312 -0.412825 -2.02364 -1.81842	3.95884 8.93361 -1.22571	
0.232081	-4.66895 -3.05506 0.059392 -0.228987 1.62074 3.63296	0 0.573954 -0.391958 -0.00242043 0 0	-1.50354 -0.951104 -0.54514 -0.0589561 -0.884166 0.101505	1.20301 4.98203 -0.530422 0.421789 0.076848 -0.754904	0.0683002 0.905159 0.270988 -0.412556 -2.02215 -1.81991	3.86893 8.52004 -0.686278	
0.240152	-4.66895 -3.0506 0.0563002 -0.229011 1.62072 3.63298	0 0.559546 -0.40579 -0.00119781 0 0	-1.38493 -1.21542 2.50043 0.0386791 -0.869678 0.072504	-23.4711 -262.399 -32.6496 -19.8795 -2.08468 -4.69549	0.0683155 0.904796 0.273524 -0.41227 -2.02077 -1.82113	4.51326 8.68787 -0.958991	
0.248072	-4.66895 -3.0462 0.0530405 -0.228998 1.62072 3.63299	-0.00228786 0.542226 -0.422306 -0.00119781 0 0	-1.34771 1.20133 -1.45701 -0.213164 -0.826055 0.130507	16.674 174.674 22.9418 12.9579 1.43205 1.79788	0.0683279 0.904453 0.275938 -0.411994 -2.01958 -1.82217	4.92382 8.14244 -1.28565	
0.256025	-4.66897 -3.04186 0.0496492 -0.229058 1.62073 3.63297	-0.00228786 0.536779 -0.436368 -0.00443363 0 0	-1.51337 0.301277 0.774911 -0.0739069 -0.85535 0.0145006	-5.15739 -64.8164 -7.58799 -5.04757 -0.575129 -1.74617	0.0683498 0.90414 0.278218 -0.411755 -2.01869 -1.82299	4.5612 8.07351 -1.28265	
0.264127	-4.66895 -3.03754 0.0460424 -0.229082 1.62072 3.63298	-0.00227451 0.53715 -0.45057 -0.00443363 0 0	-1.68469 -0.970557 0.481834 0.098114 -0.81166 0.101505	-7.52774 -93.3135 -13.1534 -6.8755 -0.678132 -2.11056	0.0683508 0.903851 0.280386 -0.411597 -2.01797 -1.82361	3.75206 7.43518 -0.952998	
0.272014	-4.66898 -3.03313 0.0422907 -0.229082 1.62078 3.63297	-0.00153351 0.544462 -0.463941 -0.00349903 0 0	-1.74264 0.322887 -1.02132 -0.149501 -0.840886 0.0870047	12.5769 124.753 16.7158 9.2555 0.99879 1.09079	0.0683784 0.903553 0.282561 -0.411392 -2.0173 -1.82418	3.50032 7.36326 -0.794165	
0.280128	-4.66899 -3.02878 0.0384083 -0.229082 1.62075 3.63295	-0.00115013 0.541855 -0.477939 -0.00244427 0 0	-1.49314 0.194293 0.795794 -0.0207815 -0.870086 0.0580025	-7.42909 -88.8615 -11.4609 -6.76369 -0.710748 -2.1254	0.0684013 0.90328 0.28462 -0.411297 -2.01684 -1.82464	3.21562 7.2254 -0.149842	
0.288062	-4.66901 -3.02457 0.0344658 -0.229166 1.62072 3.63299	-0.000945091 0.527128 -0.492307 -0.00213242 0 0	-1.38008 -1.37162 -0.475714 -0.181933 -0.826365 0.0870047	-2.83578 -38.0242 -6.58031 -2.91826 -0.276803 -1.33869	0.0684347 0.90304 0.286523 -0.411365 -2.01662 -1.82481	4.00379 7.53108 -0.65631	
0.29607	-4.66907 -3.02051 0.0305948 -0.229262 1.62074 3.63296	-0.00663376 0.508516 -0.506305 -0.0135899 0 0	-1.63756 0.0158815 0.932299 -0.516806 -0.841018 0.116006	-16.1791 -185.771 -24.7037 -14.5554 -1.45352 -3.51961	0.0684958 0.902811 0.288319 -0.411356 -2.01654 -1.82493	4.59717 7.8038 -1.06388	
0.304039	-4.66909 -3.0165 0.0267 -0.229321 1.62074 3.63298	-0.00627613 0.487947 -0.512862 -0.0151958 0 0	-1.44289 0.697038 0.236748 -0.686917 -0.782681 0.145008	-3.4754 -46.242 -4.70783 -4.31155 -0.347757 -1.41143	0.0685158 0.902589 0.290061 -0.411385 -2.01647 -1.82497	4.60616 7.96862 -0.923029	
0.312056	-4.66909 -3.01268 0.0227451 -0.229489 1.62074 3.63299	-0.00268364 0.47652 -0.519561 -0.0139494 0 0	-1.52681 -1.08157 -1.06269 -0.97732 -0.870277 0.072504	1.49848 7.60198 0.933433 -0.393217 -0.0163784 -0.695469	0.0685225 0.902418 0.291593 -0.411482 -2.01677 -1.82468	4.17761 7.8967 -0.809149	
0.320017	-4.66907 -3.00882 0.0185986 -0.229513 1.62075 3.63299	-0.0017128 0.482605 -0.531398 -0.0107851 0 0	-1.77072 1.07454 0.552384 -1.31071 -0.870303 0.0580025	-15.6557 -181.376 -22.9048 -15.1113 -1.55963 -3.46875	0.0685167 0.902249 0.293077 -0.411545 -2.01708 -1.82438	3.73707 7.51011 -1.17776	
0.328071	-4.66912 -3.00496 0.0142488 -0.229489 1.62079 3.63297	-0.00125217 0.491093 -0.539759 -0.00462532 0 0	-1.78506 -0.165663 1.28355 -1.39775 -0.899451 0.0580025	-61.7159 -300.001 -96.5225 -52.1101 -5.44063 -10.8762	0.0685635 0.902097 0.294469 -0.411665 -2.01756 -1.82396	3.70411 6.86878 -0.33265	
0.336172	-4.66912 -3.00101 0.00971889 -0.229538 1.62078 3.63303	-0.000984192 0.489648 -0.551608 -0.00292397 0 0	-1.64855 -0.694919 -1.25718 -1.23993 -0.855636 0.072504	12.9956 130.159 19.6842 8.36407 0.909069 1.14775	0.0685701 0.901954 0.295853 -0.411901 -2.01816 -1.82336	3.64717 7.10553 -0.530442	
0.344188	-4.66911 -2.99716 0.00511742 -0.229538 1.62075 3.63304	-0.000817299 0.478859 -0.570745 -0.00215626 0 0	-1.38993 0.346999 -0.583484 -1.35504 -0.841013 0.0145006	4.16225 37.7603 7.68115 1.25735 0.108422 -0.225389	0.0685663 0.901831 0.29712 -0.412122 -2.01891 -1.82267	4.06672 7.4202 -0.767193	
0.352064	-4.6691 -2.99348 0.000466347 -0.229705 1.62079 3.63299	-0.000689507 0.459863 -0.586391 -0.00879574 0 0	-1.41779 -1.42464 0.953317 -1.4989 -0.913935 0.130507	-300.001 -300.001 -300.001 -716.24 -75.4306 -144.3	0.0685558 0.901761 0.298186 -0.412327 -2.02009 -1.82163	4.41736 7.93865 -0.752209	
0.360122	-4.66904 -2.98983 -0.00403881 -0.229789 1.62081 3.63299	-0.000599861 0.438055 -0.596976 -0.0145721 0 0	-1.38473 0.465617 -0.407279 -1.7688 -0.826354 0.072504	40.1251 300.001 67.1396 29.378 3.14962 5.54392	0.0685034 0.901665 0.299307 -0.412484 -2.02102 -1.82071	4.42335 8.48108 -1.3276	
0.368044	-4.66903 -2.98631 -0.00862789 -0.229825 1.62081 3.63298	-0.000421524 0.429542 -0.610296 -0.0124874 0 0	-1.49617 -0.331815 -1.14211 -1.85165 -0.840911 0.116006	-0.396724 -12.866 -0.081913 -2.95939 -0.228332 -0.972581	0.0684958 0.901595 0.300272 -0.412749 -2.02214 -1.8197	4.21057 8.0855 -1.07887	
0.37602	-4.66905 -2.98285 -0.0134821 -0.229777 1.62079 3.63299	-0.000421524 0.435422 -0.619053 -0.00587177 0 0	-1.4968 -0.0428123 -0.386931 -1.77793 -0.753311 0.0435019	20.5871 213.001 34.7889 13.5911 1.46493 2.46852	0.0685215 0.901561 0.301064 -0.41316 -2.02351 -1.81849	3.68912 7.75285 -0.899055	
0.384009	-4.66904 -2.97974 -0.0185394 -0.229789 1.6208 3.63298	-0.000421524 0.456028 -0.631465 -0.00402641 0 0	-1.32447 0.641785 0.85143 -1.87874 -0.928293 0.101505	38.8495 300.001 67.081 28.0791 3.06155 5.24127	0.0685072 0.901634 0.30143 -0.413631 -2.02551 -1.81667	3.54827 7.21342 -0.626341	
0.392051	-4.66904 -2.97586 -0.0238247 -0.229873 1.62081 3.63297	-0.000421524 0.463864 -0.642663 -0.00402641 0 0	-1.59263 -1.34271 0.664806 -1.81596 -0.928143 0.0580025	44.6852 300.001 74.3696 32.5752 3.50728 6.14866	0.0685091 0.901573 0.302378 -0.413995 -2.02702 -1.8153	3.59023 7.39622 -0.488486	
0.400045	-4.66905 -2.9722 -0.0290976 -0.229873 1.62079 3.63301	-0.000421524 0.458074 -0.658834 -0.0028038 0 0	-1.50838 0.593647 -0.356787 -1.84079 -0.840501 0.072504	5.77264 53.7027 11.414 1.77075 0.232384 0.0159531	0.0685234 0.901542 0.303144 -0.414483 -2.02863 -1.81383	3.89291 7.78282 -1.03391	
0.408053	-4.66907 -2.96865 -0.0342751 -0.229957 1.62074 3.63298	-0.000421524 0.427381 -0.676155 -0.000622749 0 0	-1.74032 -1.01633 -0.881005 -1.80863 -0.825814 0.072504	8.43225 79.2248 13.4571 3.80695 0.451757 0.430589	0.0685511 0.901523 0.303841 -0.414979 -2.03039 -1.8123	4.87288 9.10443 -1.38754	
0.41605	-4.66906 -2.96534 -0.0394888 -0.230053 1.62073 3.63304	-0.000421524 0.397008 -0.687391 -0.00862789 0 0	-1.29762 0.446778 -1.35387 -1.92206 -0.927855 0.0870047	-6.1931 -71.911 -8.45926 -7.3341 -0.748799 -1.95219	0.0685406 0.901554 0.304312 -0.415548 -2.03237 -1.81043	4.90584 8.97257 -1.36057	
0.424036	-4.66905 -2.96198 -0.0449419 -0.229957 1.6208 3.63299	-0.000421524 0.40092 -0.700098 -0.00603962 0 0	-1.66992 -0.524203 -0.99203 -1.8851 -0.869386 0.0580025	3.38775 26.1163 5.83624 -0.167787 0.00470734 -0.405149	0.0685234 0.901587 0.304718 -0.415934 -2.03441 -1.80856	4.88786 8.77478 -1.45047	
0.43211	-4.66903 -2.95858 -0.0506706 -0.22992 1.62075 3.63299	-0.000421524 0.44079 -0.698667 0.00189304 0 0	-1.61387 1.02592 -0.663059 -1.83775 -0.869242 0.0290012	-0.932507 -19.992 0.3489 -3.57457 -0.39599 -1.08513	0.0685034 0.901649 0.305026 -0.416544 -2.03673 -1.80646	3.85395 7.27036 -0.725237	
0.440152	-4.66904 -2.95498 -0.0564356 -0.229969 1.62079 3.63297	-0.000421524 0.478258 -0.704637 0.00189304 0 0	-1.6807 -0.237529 -0.35616 -1.84988 -0.942044 0.0870047	6.6687 62.5379 12.041 2.39957 0.306611 0.0476313	0.068512 0.901667 0.305492 -0.417067 -2.03896 -1.80442	3.74306 7.33629 -0.764196	
0.448112	-4.66903 -2.95124 -0.0621767 -0.230064 1.62076 3.63302	-0.000421524 0.478296 -0.713252 0.00189304 0 0	-1.57491 -0.839264 0.839599 -1.72757 -0.810569 0.0435019	16.5501 169.289 28.4665 10.1056 1.12474 1.75039	0.0685043 0.901652 0.306082 -0.417663 -2.04106 -1.80246	3.92587 7.94465 -1.09385	
0.456082	-4.66904 -2.94765 -0.06775 -0.230113 1.62078 3.63303	-0.000395775 0.446287 -0.731532 -0.0118876 0 0	-1.57558 1.2313 1.50244 -1.80929 -0.868799 0.0870047	13.2076 133.862 25.5357 7.24196 0.855269 1.16111	0.0685158 0.901633 0.306625 -0.418198 -2.04309 -1.80057	5.1336 9.82667 -2.06183	
0.464056	-4.66903 -2.94423 -0.0734901 -0.230221 1.62075 3.63298	-0.000370026 0.405253 -0.751142 -0.00738144 0 0	-1.71463 -1.25945 1.63054 -1.84182 -0.88327 0.101505	20.6758 213.276 35.5426 12.9913 1.50944 2.31751	0.0685062 0.901674 0.306919 -0.418787 -2.04558 -1.79835	5.2325 9.81169 -1.76215	
0.472065	-4.66901 -2.94083 -0.0795908 -0.230113 1.62075 3.63302	-0.000344276 0.402083 -0.76528 -0.00718975 0 0	-1.59208 1.23661 1.66834 -1.85277 -0.810171 0.072504	12.4859 125.124 24.3215 6.49821 0.773324 1.09671	0.0684929 0.901741 0.307048 -0.419471 -2.04816 -1.79592	4.92382 9.30822 -2.24164	
0.48005	-4.66906 -2.93731 -0.0858231 -0.230004 1.62078 3.63301	-0.000319481 0.447489 -0.760691 -0.00381088 0 0	-1.44826 -0.577415 0.261334 -1.80287 -0.737051 0.072504	8.6211 84.1114 15.3369 3.88194 0.482654 0.561606	0.0685339 0.901786 0.30722 -0.420154 -2.05079 -1.79352	4.11767 7.76484 -1.64827	
0.488058	-4.66905 -2.93355 -0.0919962 -0.230113 1.6208 3.63301	-0.000293732 0.499146 -0.756907 0.000910759 0 0	-1.63161 0.7191 0.40915 -1.87055 -0.882791 0.217512	5.93913 54.7402 12.2486 1.60195 0.35973 -0.0267239	0.0685215 0.901784 0.307611 -0.420761 -2.05331 -1.79115	3.37745 7.50411 -1.01293	
0.496007	-4.66906 -2.92971 -0.097929 -0.230077 1.62076 3.63298	-0.00028038 0.507213 -0.757916 0.000910759 0 0	-1.47047 -0.0671673 0.81147 -1.82241 -0.940969 0.116006	8.86714 89.2437 17.0043 4.09808 0.530678 0.408398	0.0685396 0.901711 0.308207 -0.421313 -2.05539 -1.78928	4.25553 8.86768 -1.57035	
0.504011	-4.66913 -2.92593 -0.103849 -0.230185 1.62075 3.63297	-0.000255585 0.465922 -0.774714 -0.000766754 0 0	-1.73463 -1.2888 0.00756264 -1.75969 -0.882491 0.0870047	7.73086 72.5541 12.7024 3.14024 0.398702 0.258074	0.0686083 0.901652 0.308727 -0.421971 -2.05767 -1.78723	5.01972 9.7967 -1.3336	
0.512055	-4.66912 -2.92228 -0.110118 -0.230148 1.6207 3.63298	-6.38962e-05 0.428442 -0.79486 -0.000766754 0 0	-1.40562 1.45875 0.805967 -1.84124 -0.794839 0.101505	5.04047 46.6161 11.9177 0.946152 0.179811 -0.0588779	0.0686026 0.901649 0.308985 -0.422675 -2.06026 -1.78483	5.84386 10.0514 -2.4754	
0.520084	-4.66918 -2.91866 -0.116674 -0.230113 1.62073 3.63302	-6.38962e-05 0.440177 -0.801802 -0.000766754 0 0	-1.34399 -1.07275 -0.427592 -1.7772 -0.823853 0.0580025	4.53561 42.25 7.97981 1.00114 0.128546 -0.154988	0.0686541 0.901676 0.309069 -0.423491 -2.06315 -1.78212	5.73597 8.89165 -2.32256	
0.528057	-4.6691 -2.91495 -0.123159 -0.230064 1.62073 3.63298	-6.38962e-05 0.487616 -0.791332 -0.000766754 0 0	-1.34722 0.909781 0.388642 -1.77022 -0.896617 0.072504	3.69508 34.1057 9.08834 0.216571 0.047471 -0.354432	0.0685797 0.901672 0.309272 -0.424057 -2.06588 -1.77954	4.59417 8.04654 -2.13376	
0.536154	-4.66911 -2.91095 -0.129319 -0.230028 1.62078 3.63299	-0.00148201 0.524904 -0.780352 -0.000766754 0 0	-1.41516 0.216048 1.31065 -1.80723 -0.881872 0.072504	8.09338 80.7267 16.2321 3.35958 0.417933 0.344177	0.0685921 0.90155 0.309887 -0.424576 -2.06798 -1.77751	4.23455 8.40317 -1.62129	
0.544094	-4.66909 -2.90692 -0.135432 -0.230089 1.62082 3.63303	-0.00148201 0.51189 -0.782933 -0.000766754 0 0	-1.58142 -1.51699 1.51094 -1.78735 -0.837954 0.072504	11.4362 114.243 19.8749 5.78397 0.708077 0.893469	0.068572 0.901417 0.310546 -0.425081 -2.07008 -1.77544	3.71909 9.23329 -1.16278	
0.552019	-4.66916 -2.90295 -0.141785 -0.230113 1.62074 3.63298	-0.00148201 0.470653 -0.801047 0 0 0	-1.72302 0.291348 1.68008 -1.78309 -0.954549 0.159509	8.72784 84.5829 17.126 3.57285 0.525553 0.336879	0.0686493 0.90131 0.311026 -0.425813 -2.07254 -1.77329	4.61814 10.0155 -2.0918	
0.560011	-4.66918 -2.89913 -0.148401 -0.230113 1.6207 3.63301	-0.000331879 0.464695 -0.810814 0 0 0	-1.71407 -0.115907 0.454997 -1.73506 -0.852305 0.0580025	5.31607 46.1738 9.98259 1.11884 0.145627 -0.0939932	0.0686769 0.901258 0.311248 -0.426608 -2.07532 -1.77068	5.63707 9.61989 -2.68518	
0.56801	-4.66924 -2.89526 -0.154922 -0.230064 1.6207 3.63299	-0.00476742 0.495566 -0.805802 0 0 0	-1.61171 -0.700162 0.709425 -1.68512 -0.925086 0.116006	6.40462 60.3501 11.6881 2.1532 0.311116 0.0117464	0.0687351 0.901168 0.311562 -0.427324 -2.07793 -1.76827	5.28944 8.63692 -2.42745	
0.576045	-4.66917 -2.89118 -0.161107 -0.230017 1.62079 3.63303	-0.0034256 0.525198 -0.790233 0 0 0	-1.65098 1.07921 1.6915 -1.78027 -0.86656 0.072504	6.77435 63.0204 14.5607 1.9911 0.269039 0.124946	0.0686712 0.90099 0.31223 -0.427718 -2.07992 -1.76621	5.02871 8.91862 -2.36751	
0.584121	-4.66918 -2.88709 -0.16728 -0.230064 1.62078 3.63299	-0.00178909 0.528739 -0.786015 0 0 0	-1.49962 -0.0952969 1.27683 -1.84794 -0.968551 0.072504	6.765 66.2307 13.8205 2.24207 0.280173 0.0448666	0.0686903 0.900804 0.312893 -0.428251 -2.08207 -1.76422	4.14764 9.09244 -1.63029	
0.592018	-4.66923 -2.88288 -0.173705 -0.230077 1.62074 3.63301	-0.00178909 0.514972 -0.792253 0 0 0	-1.69493 -0.656052 0.869848 -1.7711 -0.822551 0.072504	6.50831 58.9084 11.805 1.89642 0.259842 0.11678	0.0687447 0.900603 0.313553 -0.428916 -2.08428 -1.76216	4.45032 9.85964 -2.17272	
0.600035	-4.66927 -2.87871 -0.180274 -0.230064 1.62072 3.63303	-0.000561714 0.513271 -0.79766 0 0 0	-1.83669 0.719479 0.0711613 -1.78099 -0.851617 0.0870047	2.78966 17.1427 6.16283 -0.974769 -0.0736723 -0.504039	0.0687876 0.900418 0.314098 -0.429608 -2.08664 -1.75992	5.33739 9.63487 -2.1847	
0.608051	-4.66934 -2.87452 -0.186759 -0.230041 1.62069 3.63302	-0.00857735 0.528739 -0.792624 0 0 0	-1.82284 -0.601901 0.977213 -1.76118 -0.880665 0.072504	6.40224 56.729 11.5977 1.71987 0.231956 0.0339394	0.0688629 0.900206 0.314706 -0.430276 -2.08891 -1.75783	5.60411 9.11642 -2.51735	
