3.05591	-4.74114 -1.96403 -0.464211 -0.125599 1.61991 3.63269	-7.62939e-05 0.181112 0.00613594 0.954978 -2.38419e-05 0	0.315669 0.745663 0.144428 -0.072751 -1.73727 0.101505	-4.78963 -1.78807 -0.949248 -0.257649 1.26611 -1.72917	0.120392 0.471876 0.863255 -0.280868 -1.28173 -2.3777	3.57524 6.86878 4.63912	
3.0639	-4.74111 -1.96262 -0.464174 -0.117525 1.61995 3.63263	-7.62939e-05 0.172663 0.00357914 1.01042 -2.38419e-05 0	0.374575 0.185534 0.0866432 -0.324342 -1.67928 0.101505	-4.07674 0.610424 1.80449 -0.251452 1.21256 -1.61397	0.120312 0.469764 0.864061 -0.277546 -1.27024 -2.38331	4.12067 7.47714 3.95284	
3.07194	-4.74111 -1.96124 -0.464198 -0.109427 1.6199 3.63265	-7.62939e-05 0.163075 0.00203228 1.03868 -2.38419e-05 0	0.260096 -1.65805 0.0477238 0.24896 -1.62137 0.0435019	-1.903 6.37335 4.81034 1.00648 1.04839 -1.39633	0.120252 0.467695 0.86482 -0.274405 -1.25878 -2.38882	3.57224 7.00963 5.17856	
3.08001	-4.74111 -1.95994 -0.46415 -0.101162 1.61997 3.63266	-7.62939e-05 0.161042 0.00141811 1.08328 -2.38419e-05 0	0.348854 -0.907371 0.212173 -0.10581 -1.7239 0.116006	-2.60709 5.18914 5.53098 0.503389 1.20954 -1.48874	0.120181 0.46564 0.865552 -0.27106 -1.24712 -2.39432	3.97682 7.29733 4.36341	
3.0879	-4.7411 -1.95858 -0.46415 -0.0924892 1.61992 3.63267	-6.38962e-05 0.160659 0.00134182 1.09869 -2.38419e-05 0	0.320925 0.563679 0.105481 0.264142 -1.54928 0.116006	-4.43114 -2.03716 -2.44806 0.0593519 1.22047 -1.4882	0.120112 0.463496 0.866294 -0.267703 -1.23491 -2.40006	3.02082 6.7579 4.57619	
3.09599	-4.74111 -1.95736 -0.464103 -0.0833254 1.61992 3.63262	-6.38962e-05 0.155507 0.00134182 1.13402 -2.38419e-05 0	0.641284 1.43445 -0.0575008 0.167196 -1.62265 0.0580025	-6.80119 -6.19451 -6.38924 -0.527979 1.35211 -1.75297	0.120052 0.461379 0.866976 -0.264131 -1.22222 -2.40601	3.2336 7.19544 4.44433	
3.1039	-4.74111 -1.95616 -0.464115 -0.0742931 1.61992 3.63267	-6.38962e-05 0.146674 0.00241566 1.15579 -2.38419e-05 0	0.206625 -0.463558 0.237297 -0.506996 -1.57933 0.0870047	-2.21215 4.41874 6.35195 0.0198078 1.12059 -1.33965	0.119987 0.459321 0.867611 -0.260672 -1.20973 -2.41169	2.67319 6.97966 5.87383	
3.1119	-4.74114 -1.95498 -0.464103 -0.0650463 1.61992 3.63262	-6.38962e-05 0.142111 0.00241566 1.1782 -2.38419e-05 0	0.208027 -1.59857 -0.016016 0.364638 -1.66733 0.116006	-1.94004 5.47478 3.47127 1.05835 1.20769 -1.33564	0.119933 0.457239 0.868232 -0.257097 -1.197 -2.41754	3.49732 7.10253 4.99575	
3.1199	-4.74111 -1.9539 -0.464103 -0.0554991 1.61989 3.63266	-6.38962e-05 0.143363 0.00163555 1.19339 -2.38419e-05 0	0.0347843 -0.768132 0.224867 -0.0795536 -1.55107 0.0580025	-1.63726 4.60049 5.0509 0.496738 1.08342 -1.26192	0.119862 0.455204 0.868792 -0.253511 -1.18396 -2.42333	3.16767 6.53014 4.73502	
3.12793	-4.7411 -1.95275 -0.464055 -0.0458803 1.6199 3.63265	-6.38962e-05 0.140947 0.00158501 1.21719 -2.38419e-05 0	0.471548 0.884603 0.182667 0.212547 -1.6828 0.0580025	-5.33913 -2.68316 -2.63149 -0.0880041 1.38228 -1.6261	0.119788 0.453084 0.869383 -0.249779 -1.17069 -2.42919	3.56325 6.69197 5.14259	
3.13591	-4.74116 -1.95159 -0.464043 -0.0364771 1.61989 3.63271	-6.38962e-05 0.134582 0.00158501 1.22311 -2.38419e-05 0	0.24014 1.04859 0.04669 -0.723789 -1.69786 0.130507	-4.54493 -2.18518 0.557755 -0.972302 1.41358 -1.54787	0.119751 0.450984 0.869954 -0.246236 -1.15767 -2.43487	2.9459 6.32335 6.3743	
3.14403	-4.74113 -1.95056 -0.464043 -0.0263433 1.61991 3.63262	-6.38962e-05 0.127563 0.00158501 1.22112 -2.38419e-05 0	0.00862217 1.0027 0.292027 0.11656 -1.93175 0.0870047	-4.44399 -2.30575 -1.58487 -0.136819 1.55022 -1.71041	0.119667 0.448912 0.870447 -0.242306 -1.14396 -2.44082	3.60221 6.85979 4.57919	
3.152	-4.74116 -1.94957 -0.464019 -0.0164614 1.6199 3.63268	-6.38962e-05 0.12034 0.00143147 1.24579 -2.38419e-05 0	0.271142 -1.46837 0.0785742 -0.274273 -1.74261 0.0580025	-1.81414 6.86113 7.2673 0.618387 1.26789 -1.36029	0.11962 0.446879 0.870915 -0.238626 -1.13049 -2.44652	3.09275 6.24543 6.12256	
3.1599	-4.74114 -1.94857 -0.464019 -0.00662804 1.61989 3.63268	-6.38962e-05 0.118321 0.00143147 1.2518 -2.38419e-05 0	0.446969 -1.48369 0.119601 0.206069 -1.53881 0.072504	-2.01991 6.15768 5.14354 1.01483 1.17536 -1.18776	0.119547 0.44487 0.871362 -0.234898 -1.1171 -2.45212	3.50332 6.44323 5.84086	
3.16794	-4.74116 -1.94764 -0.463983 0.00336075 1.6199 3.63271	-6.38962e-05 0.118667 0.00255585 1.25583 -2.38419e-05 0	0.447759 -0.100839 0.480707 0.207721 -1.69974 0.0870047	-3.33959 2.94032 3.46784 0.616961 1.38174 -1.38258	0.119493 0.442867 0.871775 -0.231132 -1.10353 -2.45772	3.26057 6.02966 5.96972	
3.1759	-4.74114 -1.94672 -0.463935 0.0136614 1.61989 3.63262	-6.38962e-05 0.11432 0.00378323 1.2636 -2.38419e-05 0	0.59375 -0.441354 0.11433 0.396956 -1.67103 0.101505	-4.02545 1.69166 0.429284 0.642204 1.43264 -1.38286	0.11942 0.440845 0.872165 -0.227204 -1.08959 -2.46348	3.45836 6.63203 4.89386	
3.18391	-4.74114 -1.94584 -0.463887 0.0234709 1.61994 3.63268	-6.38962e-05 0.110715 0.00347614 1.27604 -2.38419e-05 0	-0.0157385 0.748877 0.295159 -0.33948 -1.6569 0.072504	-3.15265 -0.367718 1.751 -0.344993 1.36221 -1.35555	0.119354 0.438901 0.87253 -0.22346 -1.07623 -2.46877	2.90994 6.10159 7.21641	
3.19189	-4.74109 -1.94488 -0.463887 0.0337353 1.61988 3.63268	-5.05447e-05 0.111635 0.00407696 1.253 -2.38419e-05 0	0.305025 0.461445 0.110152 0.34278 -1.74491 0.0435019	-4.61192 -1.73641 -2.49968 0.140279 1.51049 -1.50266	0.119274 0.436868 0.872895 -0.219625 -1.06224 -2.47429	2.89196 6.50616 5.47225	
3.1999	-4.7411 -1.94404 -0.463791 0.0440235 1.61985 3.63268	-5.05447e-05 0.109615 0.00602055 1.27153 -2.38419e-05 0	0.217714 -0.729627 0.359151 -0.555671 -1.61405 0.101505	-1.40969 6.19187 8.6837 0.324247 1.26903 -1.13351	0.119219 0.434881 0.873219 -0.215775 -1.04824 -2.47978	2.69716 6.02367 6.03566	
3.20794	-4.74113 -1.9432 -0.463743 0.0540609 1.61988 3.63263	-5.05447e-05 0.105781 0.00874329 1.27227 -2.38419e-05 0	0.5386 -0.97209 0.215795 -0.00373554 -1.74576 0.101505	-2.79055 5.16696 5.33888 0.72963 1.46301 -1.28527	0.119165 0.432944 0.873514 -0.211947 -1.03463 -2.48508	2.45142 6.03266 6.94969	
3.21589	-4.74114 -1.94237 -0.463659 0.0641689 1.61989 3.63268	-5.05447e-05 0.101588 0.00966358 1.27688 -2.38419e-05 0	0.393976 -1.3588 0.334409 -0.277035 -1.65869 0.072504	-1.36116 7.90714 9.21866 0.847465 1.30188 -1.13448	0.119108 0.430996 0.873798 -0.208137 -1.02083 -2.49028	2.78407 6.03865 6.50616	
3.22389	-4.74114 -1.9416 -0.463587 0.0746126 1.61985 3.63261	-5.05447e-05 0.0943785 0.00896072 1.2636 -2.38419e-05 0	0.075058 -1.72059 0.490744 0.0860147 -1.62996 0.116006	0.218782 9.44755 9.95898 1.4283 1.22818 -0.955801	0.11905 0.429049 0.87404 -0.204224 -1.0067 -2.49564	2.91294 5.93376 5.69701	
3.23191	-4.7411 -1.94082 -0.463468 0.0845661 1.61988 3.63271	-5.05447e-05 0.087616 0.00921631 1.28361 -2.38419e-05 0	0.366134 -0.207555 0.460495 -0.493354 -1.67417 0.101505	-2.31518 4.63353 7.42676 0.221486 1.4189 -1.17406	0.118972 0.427153 0.874283 -0.200441 -0.993051 -2.50053	3.03581 5.60411 7.72288	
3.23997	-4.74115 -1.94013 -0.463468 0.0946741 1.61983 3.63274	-5.05447e-05 0.0856857 0.00919056 1.24898 -2.38419e-05 0	0.163939 0.653276 0.358493 -0.0123549 -1.66001 0.101505	-3.35493 -0.295682 0.906571 -0.000128746 1.49856 -1.2279	0.118939 0.425349 0.874435 -0.196785 -0.979473 -2.50548	2.82903 5.54117 6.73692	
3.24805	-4.74113 -1.93945 -0.463335 0.10501 1.61984 3.63267	-5.05447e-05 0.082119 0.012105 1.25868 -2.38419e-05 0	0.163486 0.743888 0.216953 -0.549064 -1.57289 0.0580025	-3.33154 -0.386553 2.19103 -0.529282 1.41396 -1.20139	0.118869 0.423475 0.874606 -0.192838 -0.965461 -2.51053	3.38045 5.37934 5.83187	
3.25593	-4.74113 -1.93879 -0.463216 0.114902 1.6199 3.63273	-5.05447e-05 0.0777473 0.01649 1.25607 -2.38419e-05 0	0.193472 0.4565 0.0446377 0.161742 -1.61708 0.0870047	-3.82161 -1.74257 -2.1132 -0.0570726 1.51889 -1.21099	0.118807 0.421679 0.874754 -0.189063 -0.952003 -2.51519	2.23865 5.16057 7.74985	
3.26389	-4.74115 -1.93819 -0.463012 0.124843 1.61982 3.63269	-5.05447e-05 0.0741549 0.017704 1.25991 -2.38419e-05 0	0.252147 0.502332 -0.245942 -0.125051 -1.83638 0.0580025	-4.87624 -3.02923 -3.3364 -0.525884 1.74932 -1.43556	0.118768 0.419891 0.874885 -0.185414 -0.938436 -2.51997	2.67918 5.89181 6.70695	
3.27193	-4.74113 -1.9376 -0.462892 0.135142 1.61985 3.63268	-5.05447e-05 0.0708055 0.0212193 1.24298 -2.38419e-05 0	0.485393 0.338086 -0.636223 0.311637 -1.63245 0.116006	-5.8595 -5.57351 -8.55898 -0.518248 1.71984 -1.30294	0.118697 0.418108 0.874966 -0.181501 -0.92453 -2.52469	2.3795 5.41531 5.9937	
3.27995	-4.74108 -1.93705 -0.462724 0.145022 1.61989 3.63268	-5.05447e-05 0.065258 0.0241594 1.24898 -2.38419e-05 0	0.311028 -0.420437 -0.571845 -0.194174 -1.80797 0.0580025	-4.33015 -1.2479 -2.58573 -0.364775 1.7211 -1.34398	0.11862 0.416391 0.875038 -0.177723 -0.911114 -2.52914	2.52335 5.49023 7.30332	
3.28795	-4.74113 -1.93655 -0.462484 0.154628 1.61988 3.63273	-5.05447e-05 0.063468 0.0261412 1.22498 -2.38419e-05 0	0.282734 -2.16398 -0.854802 -0.0747118 -1.82298 0.072504	-2.55142 3.55517 0.476264 0.419197 1.63262 -1.19696	0.118587 0.414708 0.875102 -0.174156 -0.897984 -2.53348	1.70221 5.24449 8.30727	
3.296	-4.74111 -1.93607 -0.462269 0.164676 1.61989 3.63267	-5.05447e-05 0.0625219 0.0274582 1.20813 -2.38419e-05 0	0.311509 -2.18741 -1.09601 -0.131286 -1.44404 0.145008	-2.23146 2.32457 -1.28184 0.161125 1.37553 -0.885628	0.118527 0.41301 0.875124 -0.170345 -0.884366 -2.53796	2.7541 5.38834 5.63108	
3.30392	-4.74111 -1.93561 -0.462052 0.174388 1.6199 3.63267	-5.05447e-05 0.0564251 0.0289917 1.2159 -2.38419e-05 0	0.456781 -1.33519 -0.759148 -0.419168 -1.56116 0.072504	-3.21807 1.62821 0.218719 -0.176973 1.49545 -1.05994	0.118474 0.411371 0.875132 -0.166685 -0.871169 -2.54218	1.95694 4.69007 7.86973	
3.31192	-4.74113 -1.93515 -0.461801 0.183885 1.6199 3.63275	-5.05447e-05 0.046773 0.0277519 1.20171 -2.38419e-05 0	0.283134 -0.688478 -0.398474 0.135063 -1.47399 0.0580025	-3.06816 0.117384 -1.84168 0.135365 1.42168 -0.987901	0.118427 0.409737 0.875146 -0.163136 -0.858143 -2.54622	2.33754 5.31641 7.65695	
3.31989	-4.74113 -1.93485 -0.461549 0.193501 1.6199 3.63269	-5.05447e-05 0.0386562 0.0298996 1.19011 -2.38419e-05 0	0.224916 0.0410852 -0.044239 -0.180178 -1.5765 0.0580025	-3.09453 0.0272551 0.398894 -0.128375 1.51126 -1.04157	0.118379 0.408225 0.875073 -0.159539 -0.845204 -2.55029	2.51136 4.88786 6.42225	
3.32791	-4.74114 -1.93456 -0.461333 0.203165 1.61991 3.63262	-5.05447e-05 0.0319319 0.0307178 1.17657 -2.38419e-05 0	0.0795832 0.0133619 0.0614882 0.343727 -1.59145 0.116006	-2.62779 -0.321874 -1.36579 0.305224 1.53913 -0.951129	0.118335 0.406731 0.874974 -0.155925 -0.832255 -2.55433	2.58928 4.69906 6.90774	
3.33594	-4.74109 -1.93427 -0.461021 0.212242 1.6199 3.63271	-3.8147e-05 0.0278673 0.0360994 1.17374 -2.38419e-05 0	0.515494 2.19345e-05 -0.112824 -0.809421 -1.56265 0.0870047	-3.44481 1.07604 3.31131 -0.541096 1.55505 -1.00788	0.11827 0.405281 0.874904 -0.152544 -0.819861 -2.55792	1.85805 4.42035 9.0415	
3.34401	-4.74113 -1.93406 -0.460673 0.221512 1.61989 3.63273	-3.8147e-05 0.0255146 0.0383873 1.14663 -2.38419e-05 0	0.254134 -0.224294 0.0297709 0.468774 -1.59213 0.116006	-2.87295 0.165916 -1.46791 0.483641 1.5742 -0.925704	0.11824 0.403844 0.874796 -0.14912 -0.807282 -2.56166	2.31656 4.59717 7.08755	
3.35205	-4.74113 -1.93389 -0.460385 0.230876 1.61994 3.63266	-3.8147e-05 0.0200052 0.0428877 1.14121 -2.38419e-05 0	0.369834 0.0624609 -0.236749 -0.149851 -1.49034 0.0870047	-3.63152 -1.2427 -1.56834 -0.315541 1.53859 -0.944835	0.118192 0.402463 0.874638 -0.145571 -0.794742 -2.56537	2.20868 4.35742 7.24938	
3.35991	-4.7411 -1.93381 -0.459991 0.239905 1.61994 3.63274	-3.8147e-05 0.0138311 0.0439482 1.13354 -2.38419e-05 0	0.457219 0.0928669 -0.143967 -0.057519 -1.53448 0.101505	-3.78563 -0.995305 -1.34302 -0.185555 1.60164 -0.943804	0.11814 0.401153 0.874474 -0.142236 -0.782529 -2.56876	1.69622 4.35742 8.58298	
3.36791	-4.74113 -1.93372 -0.459654 0.248778 1.61991 3.63273	-3.8147e-05 0.00752926 0.0448046 1.12058 -2.38419e-05 0	0.16652 0.166216 -0.578475 -0.0802965 -1.69527 0.072504	-4.26377 -3.80057 -5.40051 -0.685781 1.776 -1.08959	0.118111 0.39988 0.874288 -0.138991 -0.770605 -2.57216	2.01089 4.27051 7.59102	
3.37593	-4.7411 -1.93372 -0.459283 0.257915 1.61995 3.63271	-3.8147e-05 0.005023 0.0437822 1.09781 -2.38419e-05 0	0.398819 0.244976 -0.720771 -0.00185013 -1.73932 0.101505	-5.33816 -5.08291 -7.39537 -0.837932 1.91996 -1.12909	0.118058 0.398639 0.874058 -0.135568 -0.758407 -2.57554	2.02587 4.00379 7.11452	
3.38393	-4.74111 -1.93375 -0.458887 0.266682 1.61996 3.63268	-3.8147e-05 -0.000599861 0.0415831 1.08901 -2.38419e-05 0	0.398241 0.0862694 -0.129982 0.422119 -1.59378 0.0580025	-3.99236 -1.86477 -3.78525 0.0974817 1.67394 -0.968427	0.118023 0.397449 0.873827 -0.132319 -0.746669 -2.57878	1.5224 4.06373 8.13645	
3.39189	-4.7411 -1.93378 -0.458599 0.275064 1.61994 3.63279	-3.8147e-05 -0.000599861 0.0382595 1.06212 -2.38419e-05 0	0.107343 0.218868 0.379127 -0.842851 -1.69621 0.0870047	-1.52087 3.16375 7.14961 -0.145542 1.58318 -0.868746	0.117986 0.396362 0.873569 -0.129328 -0.735523 -2.58166	1.54338 3.83297 8.87068	
3.3999	-4.74111 -1.93384 -0.458311 0.283459 1.61992 3.63274	-3.8147e-05 -0.0025692 0.033287 1.03352 -2.38419e-05 0	0.310046 0.0952635 1.18862 0.218977 -1.63811 0.0870047	-0.751562 6.26203 9.1791 1.37201 1.47031 -0.725686	0.117956 0.395293 0.873293 -0.12628 -0.724427 -2.58466	1.9989 4.23455 7.48014	
3.40789	-4.7411 -1.93394 -0.458059 0.291828 1.61996 3.63268	-3.8147e-05 -0.00635242 0.0267544 1.00908 -2.38419e-05 0	0.367248 0.312929 1.51815 -0.613113 -1.49249 0.0870047	0.266944 9.05687 15.8684 1.14543 1.26181 -0.595448	0.117915 0.394275 0.872985 -0.12319 -0.713458 -2.58756	1.87603 4.34843 7.68992	
3.41596	-4.74109 -1.934 -0.457856 0.29984 1.61996 3.63273	-3.8147e-05 -0.00870514 0.0202484 0.992585 0 0	0.598894 -0.0196123 1.39549 0.160285 -1.58034 0.0580025	-0.844916 8.07065 11.7945 1.64758 1.41535 -0.684762	0.117879 0.393292 0.872685 -0.120312 -0.702924 -2.59021	1.90899 4.09969 8.83172	
3.42388	-4.74109 -1.9341 -0.457748 0.307539 1.61994 3.63273	-3.8147e-05 -0.00653172 0.0141249 0.968952 0 0	0.249454 0.114121 1.04087 0.386176 -1.5806 0.101505	-0.814104 4.97493 6.88341 1.30996 1.45586 -0.656322	0.117852 0.392423 0.872349 -0.117613 -0.692975 -2.59273	1.73817 4.32745 7.98361	
3.43194	-4.7411 -1.93413 -0.457664 0.315155 1.61998 3.63274	-3.8147e-05 -0.00470352 0.00871754 0.940501 0 0	0.481284 -0.429136 0.86057 -0.529711 -1.59541 0.0290012	-0.683417 7.89893 12.181 0.970575 1.41803 -0.716954	0.117823 0.391507 0.872036 -0.114837 -0.683068 -2.59519	1.89101 4.14464 8.16642	
3.4399	-4.74111 -1.93416 -0.457652 0.32277 1.61996 3.63269	-3.8147e-05 -0.00439739 0.00357914 0.910276 0 0	0.422286 -0.197109 1.05135 0.158707 -1.68323 0.0290012	-0.958895 6.72333 9.33934 1.40699 1.52442 -0.744303	0.117802 0.390631 0.871695 -0.112164 -0.673255 -2.59767	1.81909 4.35442 7.84276	
3.44806	-4.74109 -1.93419 -0.45764 0.329907 1.61995 3.63271	-3.8147e-05 -0.00329781 0.00203228 0.878207 0 0	0.50854 -0.317411 0.925252 -0.0635729 -1.4646 0.0870047	-0.698553 6.89292 9.84218 1.22777 1.34572 -0.57551	0.117765 0.389809 0.871372 -0.109645 -0.664025 -2.59987	1.7082 4.04275 8.81074	
3.45592	-4.74111 -1.93421 -0.45764 0.33666 1.61992 3.63271	-3.8147e-05 -0.00318241 0.00203228 0.849037 0 0	0.391401 -0.275718 0.722521 -0.675299 -1.40645 0.116006	-0.294278 6.7693 11.1654 0.66665 1.2835 -0.52018	0.117752 0.389033 0.871058 -0.107295 -0.655306 -2.60198	1.79811 4.03076 8.64591	
3.46393	-4.7411 -1.93424 -0.45764 0.343223 1.61995 3.63278	-3.8147e-05 -0.00318241 0.00182724 0.812174 0 0	0.274375 -0.194433 1.03084 0.290022 -1.61087 0.0870047	-0.34801 6.30451 8.43525 1.46394 1.45906 -0.602923	0.117721 0.388286 0.870748 -0.104959 -0.646824 -2.60389	1.73817 3.8 8.55001	
3.47189	-4.74109 -1.93431 -0.457664 0.349652 1.61997 3.63275	-3.8147e-05 -0.00314426 0.00131607 0.778618 0 0	0.476881 -0.108979 0.794074 0.499137 -1.36308 0.0290012	-1.48588 4.16565 4.85668 1.2508 1.31133 -0.58931	0.117692 0.387603 0.870414 -0.102665 -0.638623 -2.60581	1.903 3.98581 8.20537	
3.47994	-4.74109 -1.93433 -0.457664 0.356058 1.61995 3.63273	-3.8147e-05 -0.00437164 0.00102234 0.746117 0 0	0.214402 -0.365921 0.732643 -0.435663 -1.65507 0.116006	-0.0457563 6.68108 10.2838 0.881052 1.49762 -0.58946	0.11767 0.386876 0.870101 -0.100421 -0.630341 -2.60774	1.72019 4.04275 8.48408	
3.48789	-4.74107 -1.93443 -0.45764 0.36183 1.61995 3.63275	0 -0.00572681 0.000843048 0.727349 0 0	0.504248 -0.124472 1.15901 -0.124864 -1.59687 0.0435019	-0.567477 7.65696 11.5819 1.36937 1.44649 -0.615722	0.11764 0.386274 0.869793 -0.0983934 -0.622934 -2.60938	1.57634 3.83896 9.14938	
3.4959	-4.7411 -1.93449 -0.45764 0.367494 1.61997 3.63265	0 -0.0068512 0.000715256 0.681042 0 0	0.561688 -0.0243101 0.95019 0.302169 -1.7721 0.072504	-1.7169 5.17696 7.01868 1.29586 1.7188 -0.709431	0.117633 0.385661 0.869493 -0.0963507 -0.615689 -2.61115	1.69921 4.06972 8.16642	
3.50392	-4.74105 -1.9345 -0.457652 0.372655 1.61996 3.63275	0 -0.00650597 0.000613213 0.658199 0 0	0.444273 -0.121132 0.802784 -0.771754 -1.78688 0.0435019	-0.945383 6.86287 11.8424 0.659308 1.65898 -0.726824	0.117596 0.385084 0.869231 -0.094553 -0.608984 -2.61248	1.54038 3.62918 9.21232	
3.51194	-4.74111 -1.93456 -0.45764 0.377767 1.61994 3.63273	0 -0.00553513 0.000549316 0.608369 0 0	0.530985 0.0429144 0.997949 -0.0767336 -1.74324 0.116006	-1.1828 5.96448 9.25461 1.12604 1.67424 -0.625276	0.117603 0.384529 0.868956 -0.0927954 -0.602404 -2.61401	1.65726 4.1896 8.07951	
3.51993	-4.74108 -1.93456 -0.457652 0.382652 1.61991 3.63274	0 -0.00396252 0.00048542 0.584232 0 0	0.529908 0.00806808 0.850734 -0.0571814 -1.5683 0.116006	-1.22985 5.18508 7.94724 0.988258 1.52769 -0.55195	0.117573 0.383976 0.868707 -0.0910835 -0.596052 -2.61535	1.71719 3.68013 8.83771	
3.52796	-4.74109 -1.93457 -0.45764 0.387299 1.61991 3.63273	0 -0.00305462 0.000433922 0.541857 0 0	0.529456 -0.0718212 0.959332 -0.0721865 -1.64135 0.0870047	-1.01536 6.16827 9.29935 1.16046 1.56263 -0.585023	0.11756 0.383447 0.868467 -0.0894308 -0.590011 -2.61667	1.39054 4.03975 8.74181	
3.5359	-4.7411 -1.93461 -0.457652 0.391453 1.61996 3.63267	0 -0.00305462 0.000395775 0.508803 0 0	0.296082 0.233396 0.637769 0.513196 -1.65606 0.0580025	-1.92849 1.8826 2.11804 0.886132 1.65785 -0.663822	0.117546 0.383001 0.868237 -0.0878935 -0.584693 -2.61787	1.54937 3.59322 9.14039	
3.54402	-4.74111 -1.9346 -0.457616 0.395261 1.61992 3.63273	0 -0.00235176 8.86917e-05 0.461658 0 0	0.673352 -0.138433 0.893374 -0.22593 -1.71458 0.116006	-1.35179 6.36185 9.77598 1.06196 1.67107 -0.59153	0.117539 0.382542 0.868052 -0.0865879 -0.57965 -2.61889	1.33959 3.7131 9.00853	
3.55202	-4.74109 -1.93461 -0.45758 0.398805 1.61989 3.63269	0 -0.00162315 8.86917e-05 0.431049 0 0	0.439981 0.226339 0.891261 -0.804225 -1.75842 0.0580025	-1.0144 6.10593 11.5569 0.551748 1.66432 -0.665223	0.117519 0.382135 0.867869 -0.0853472 -0.574996 -2.61989	1.56435 3.64417 8.62194	
3.55989	-4.74113 -1.93468 -0.457592 0.402038 1.61991 3.63274	0 -0.00162315 8.86917e-05 0.388842 0 0	0.294157 0.0157137 0.42512 0.11119 -1.53964 0.203012	-1.26399 2.27466 3.16271 0.585032 1.56828 -0.455782	0.117521 0.381824 0.867668 -0.084218 -0.570896 -2.62072	1.39953 3.50032 9.15837	
3.56789	-4.7411 -1.93473 -0.457568 0.405055 1.6199 3.63268	0 -0.00299072 0.00139332 0.363842 0 0	0.409791 -0.00825977 0.711848 0.78804 -1.67106 0.101505	-1.778 2.69795 2.18074 1.26059 1.68245 -0.585549	0.117502 0.381511 0.867496 -0.0831442 -0.567 -2.62156	1.59732 3.66515 8.71484	
3.5759	-4.74111 -1.93474 -0.457508 0.407785 1.61985 3.63269	0 -0.00383472 0.00410271 0.321609 0 0	0.409444 -0.0212412 1.10487 0.0824347 -1.59817 0.130507	-0.276894 6.50202 9.59831 1.38475 1.49299 -0.460094	0.1175 0.381186 0.867359 -0.0822239 -0.563363 -2.62232	1.50442 3.57524 8.99055	
3.5839	-4.74117 -1.93474 -0.457437 0.410324 1.61984 3.63269	0 -0.00369358 0.00548363 0.282996 0 0	0.408926 0.217616 0.85651 -0.0779343 -1.70032 0.0870047	-1.26384 4.44783 7.35094 0.873604 1.65727 -0.595104	0.117515 0.380862 0.867239 -0.0813284 -0.559961 -2.62307	1.73218 3.55426 8.59197	
3.59188	-4.74117 -1.93478 -0.457364 0.412562 1.61985 3.63268	0 -0.00369358 0.00926781 0.24503 0 0	0.175955 0.128472 0.470516 0.419963 -1.75873 0.072504	-1.73213 1.48183 1.49085 0.720676 1.76059 -0.657428	0.117505 0.38061 0.867121 -0.0804987 -0.557001 -2.62368	1.49243 3.4254 9.27525	
3.59995	-4.74113 -1.93486 -0.45728 0.414527 1.6198 3.63268	0 -0.00419235 0.0130253 0.220078 0 0	0.320948 0.415239 0.0436869 -0.525595 -1.72963 0.072504	-2.82003 -0.202937 1.702 -0.406381 1.83032 -0.728018	0.117484 0.380425 0.867002 -0.0798473 -0.55442 -2.62417	1.72918 3.62019 8.78676	
3.60788	-4.74113 -1.9349 -0.457172 0.416155 1.6199 3.63271	0 -0.00612259 0.015378 0.177247 0 0	0.320745 0.279207 -0.123215 -0.40426 -1.70045 0.0580025	-3.06916 -0.910269 0.0308781 -0.457152 1.82346 -0.739305	0.11747 0.380228 0.866923 -0.0791225 -0.552228 -2.62457	1.55237 3.59322 9.04449	
3.61589	-4.74111 -1.93493 -0.457005 0.41752 1.61986 3.63268	0 -0.00673676 0.0188293 0.130268 0 0	0.349473 0.244696 -0.368838 -1.12624 -1.77354 0.0870047	-3.16885 -0.74973 1.83921 -1.0596 1.91299 -0.766747	0.117462 0.380039 0.866875 -0.0786266 -0.550266 -2.62498	1.5254 3.62319 9.09544	
3.62392	-4.74113 -1.935 -0.456813 0.418382 1.61986 3.63263	0 -0.00627613 0.0233164 0.0930691 0 0	0.581733 0.251427 -0.159616 0.0529079 -1.686 0.0580025	-4.12359 -1.93153 -2.67244 -0.264992 1.89747 -0.758029	0.117463 0.379924 0.866844 -0.078269 -0.548995 -2.62529	1.38454 3.59322 9.21232	
3.63189	-4.74113 -1.93498 -0.456585 0.418968 1.61984 3.63269	0 -0.00494671 0.0289793 0.0542402 0 0	0.261807 0.0752583 -0.503216 -0.0481377 -1.75898 0.0435019	-3.76598 -3.09848 -4.59984 -0.601381 1.94232 -0.80438	0.11746 0.379752 0.866874 -0.0780172 -0.547882 -2.62546	1.41152 3.71909 9.07446	
3.63987	-4.74114 -1.93507 -0.456333 0.419268 1.61978 3.63265	0 -0.00470352 0.0343866 0.0242081 -7.15256e-05 0	0.494206 0.141434 -0.739368 0.0412598 -1.74438 0.145008	-4.80979 -4.92292 -7.46819 -0.876203 2.05974 -0.753756	0.117468 0.379695 0.866879 -0.0779257 -0.547277 -2.62565	1.44748 3.81799 8.7538	
3.648	-4.74113 -1.93512 -0.455997 0.419147 1.61976 3.63266	0 -0.00392437 0.0410852 -0.0230331 -7.15256e-05 0	0.494107 0.0256243 -0.539903 0.329574 -1.68594 0.0870047	-4.4878 -3.88597 -6.80439 -0.436469 1.95174 -0.753087	0.117463 0.37962 0.866945 -0.077898 -0.547048 -2.62567	1.27666 3.75805 9.39812	
